year,avg_larvae_count_per_volume_sampled,spp_grp,ply_code
1978-01-01T00:00:00Z,0.0032118152781655676,Rockfish,SoCal Shelf
1979-01-01T00:00:00Z,0.004584093885312291,Rockfish,SoCal Shelf
1980-01-01T00:00:00Z,8.518913014678473e-4,Rockfish,SoCal Shelf
1981-01-01T00:00:00Z,0.011307051513243625,Rockfish,SoCal Shelf
1982-01-01T00:00:00Z,0.0026184255797765386,Rockfish,SoCal Shelf
1983-01-01T00:00:00Z,0.003667918667690678,Rockfish,SoCal Shelf
1984-01-01T00:00:00Z,0.002199627564296197,Rockfish,SoCal Shelf
1985-01-01T00:00:00Z,7.277399247399854e-4,Rockfish,SoCal Shelf
1986-01-01T00:00:00Z,0.005458780754047602,Rockfish,SoCal Shelf
1987-01-01T00:00:00Z,8.973435982533027e-4,Rockfish,SoCal Shelf
1988-01-01T00:00:00Z,0.0015761806689921385,Rockfish,SoCal Shelf
1989-01-01T00:00:00Z,0.0013265264666960594,Rockfish,SoCal Shelf
1990-01-01T00:00:00Z,0.0011475723630153339,Rockfish,SoCal Shelf
1991-01-01T00:00:00Z,0.0020052856916173735,Rockfish,SoCal Shelf
1992-01-01T00:00:00Z,0.003936632499964699,Rockfish,SoCal Shelf
1993-01-01T00:00:00Z,0.0022024210899953037,Rockfish,SoCal Shelf
1994-01-01T00:00:00Z,0.0011324251826267224,Rockfish,SoCal Shelf
1995-01-01T00:00:00Z,0.0013046400630747567,Rockfish,SoCal Shelf
1996-01-01T00:00:00Z,0.002968488231720479,Rockfish,SoCal Shelf
1997-01-01T00:00:00Z,8.757184786176424e-4,Rockfish,SoCal Shelf
1998-01-01T00:00:00Z,6.362414142958676e-4,Rockfish,SoCal Shelf
1999-01-01T00:00:00Z,0.0010011617696588987,Rockfish,SoCal Shelf
2000-01-01T00:00:00Z,9.617021722557214e-4,Rockfish,SoCal Shelf
2001-01-01T00:00:00Z,0.001674295775864046,Rockfish,SoCal Shelf
2002-01-01T00:00:00Z,0.006494444495294785,Rockfish,SoCal Shelf
2003-01-01T00:00:00Z,0.00352574093963172,Rockfish,SoCal Shelf
2004-01-01T00:00:00Z,0.00685796209071016,Rockfish,SoCal Shelf
2005-01-01T00:00:00Z,9.441685705533728e-4,Rockfish,SoCal Shelf
2006-01-01T00:00:00Z,0.0012646994076959998,Rockfish,SoCal Shelf
2007-01-01T00:00:00Z,0.0016547477427112348,Rockfish,SoCal Shelf
2008-01-01T00:00:00Z,0.0014774301816318177,Rockfish,SoCal Shelf
2009-01-01T00:00:00Z,0.002778632379611324,Rockfish,SoCal Shelf
2010-01-01T00:00:00Z,0.001741437666504203,Rockfish,SoCal Shelf
2011-01-01T00:00:00Z,0.0013748889899357426,Rockfish,SoCal Shelf
2012-01-01T00:00:00Z,0.0030316694426678506,Rockfish,SoCal Shelf
2013-01-01T00:00:00Z,0.003005424427617517,Rockfish,SoCal Shelf
2014-01-01T00:00:00Z,0.0022269158798441445,Rockfish,SoCal Shelf
2015-01-01T00:00:00Z,0.004733128683141257,Rockfish,SoCal Shelf
2016-01-01T00:00:00Z,0.005135540109036888,Rockfish,SoCal Shelf
2017-01-01T00:00:00Z,0.002557055576759614,Rockfish,SoCal Shelf
2018-01-01T00:00:00Z,0.0020591255733167562,Rockfish,SoCal Shelf
