year,avg_larvae_count_per_volume_sampled,spp_grp,ply_code
1978-01-01T00:00:00Z,3.918644273753076e-4,Sanddab,SoCal Shelf
1979-01-01T00:00:00Z,1.2793302291135022e-4,Sanddab,SoCal Shelf
1980-01-01T00:00:00Z,1.1370633433480206e-4,Sanddab,SoCal Shelf
1981-01-01T00:00:00Z,4.76216391017255e-4,Sanddab,SoCal Shelf
1982-01-01T00:00:00Z,4.919682889335363e-5,Sanddab,SoCal Shelf
1983-01-01T00:00:00Z,1.6753059221640247e-5,Sanddab,SoCal Shelf
1984-01-01T00:00:00Z,1.4309216965859234e-4,Sanddab,SoCal Shelf
1985-01-01T00:00:00Z,1.9568109357233392e-4,Sanddab,SoCal Shelf
1986-01-01T00:00:00Z,1.334465674150625e-4,Sanddab,SoCal Shelf
1987-01-01T00:00:00Z,1.2921128917230227e-4,Sanddab,SoCal Shelf
1988-01-01T00:00:00Z,4.3039689606233733e-4,Sanddab,SoCal Shelf
1989-01-01T00:00:00Z,2.3415332430437878e-4,Sanddab,SoCal Shelf
1990-01-01T00:00:00Z,1.9357238510596053e-4,Sanddab,SoCal Shelf
1991-01-01T00:00:00Z,4.789180126614644e-4,Sanddab,SoCal Shelf
1992-01-01T00:00:00Z,1.986161884702629e-4,Sanddab,SoCal Shelf
1993-01-01T00:00:00Z,6.587744197295278e-4,Sanddab,SoCal Shelf
1994-01-01T00:00:00Z,2.624319277910486e-4,Sanddab,SoCal Shelf
1995-01-01T00:00:00Z,3.810462400677967e-4,Sanddab,SoCal Shelf
1996-01-01T00:00:00Z,4.981241155923587e-4,Sanddab,SoCal Shelf
1997-01-01T00:00:00Z,1.109424617697696e-4,Sanddab,SoCal Shelf
1998-01-01T00:00:00Z,9.365874924107507e-5,Sanddab,SoCal Shelf
1999-01-01T00:00:00Z,1.2522923299699017e-4,Sanddab,SoCal Shelf
2000-01-01T00:00:00Z,4.81575482341712e-4,Sanddab,SoCal Shelf
2001-01-01T00:00:00Z,6.581066197037683e-4,Sanddab,SoCal Shelf
2002-01-01T00:00:00Z,2.3026043499707887e-4,Sanddab,SoCal Shelf
2003-01-01T00:00:00Z,7.878067003067225e-5,Sanddab,SoCal Shelf
2004-01-01T00:00:00Z,4.1684609653170934e-4,Sanddab,SoCal Shelf
2005-01-01T00:00:00Z,0.00012448203260499719,Sanddab,SoCal Shelf
2006-01-01T00:00:00Z,1.1130715432257251e-4,Sanddab,SoCal Shelf
2007-01-01T00:00:00Z,7.72984681627071e-5,Sanddab,SoCal Shelf
2008-01-01T00:00:00Z,1.0038567197088172e-4,Sanddab,SoCal Shelf
2009-01-01T00:00:00Z,2.9760019984857294e-4,Sanddab,SoCal Shelf
2010-01-01T00:00:00Z,6.498178742060781e-4,Sanddab,SoCal Shelf
2011-01-01T00:00:00Z,0.0016206073209351368,Sanddab,SoCal Shelf
2012-01-01T00:00:00Z,0.003724993111463827,Sanddab,SoCal Shelf
2013-01-01T00:00:00Z,0.00415935887533107,Sanddab,SoCal Shelf
2014-01-01T00:00:00Z,0.0020001003376373104,Sanddab,SoCal Shelf
2015-01-01T00:00:00Z,0.001023429172922316,Sanddab,SoCal Shelf
2016-01-01T00:00:00Z,5.659912085238176e-4,Sanddab,SoCal Shelf
2017-01-01T00:00:00Z,1.3581217308374023e-4,Sanddab,SoCal Shelf
2018-01-01T00:00:00Z,1.4049304630570463e-4,Sanddab,SoCal Shelf
